# z mu sigma
2.385578 21.396180 0.164973
2.385578 21.326110 0.164973
2.385725 21.163561 0.164979
2.385759 21.313172 0.164981
2.385791 21.453750 0.164982
2.385850 21.253347 0.164985
2.385912 21.697730 0.164987
2.385946 21.671852 0.164989
2.386043 21.676298 0.164993
2.386164 21.629295 0.164999
2.386325 21.679218 0.165006
2.386353 21.142039 0.165007
2.386512 21.768385 0.165014
2.386559 21.786145 0.165016
2.386670 21.760583 0.165021
2.386795 21.418373 0.165026
2.386836 21.610648 0.165028
2.387312 21.410950 0.165049
2.387611 21.476214 0.165062
2.387697 21.399584 0.165066
2.387737 20.997297 0.165067
2.387754 21.228159 0.165068
2.387809 21.641202 0.165070
2.388064 21.585116 0.165082
2.388222 21.627862 0.165089
2.388275 21.574779 0.165091
2.388348 21.534825 0.165094
2.388393 21.281031 0.165096
2.388614 21.562012 0.165106
2.388849 21.705042 0.165116
2.388865 21.418107 0.165117
2.388905 21.395024 0.165118
2.389178 21.591135 0.165130
2.389404 21.522098 0.165140
2.389493 21.596499 0.165144
2.389750 21.090151 0.165155
2.389965 21.527243 0.165165
2.390012 21.508761 0.165167
2.390271 21.575192 0.165178
2.390296 21.517433 0.165179
2.390301 21.392090 0.165180
2.390374 21.566356 0.165183
2.390399 21.425761 0.165184
2.390455 21.187317 0.165186
2.390552 21.715247 0.165191
2.390750 21.343633 0.165199
2.390763 21.582096 0.165200
2.390799 21.384938 0.165201
2.391162 21.601867 0.165217
2.391267 21.595758 0.165222
2.391327 21.478099 0.165224
2.391345 21.371897 0.165225
2.391419 21.445043 0.165228
2.391425 21.763296 0.165229
2.391785 21.285287 0.165245
2.391896 21.498582 0.165249
2.392164 21.224188 0.165261
2.392272 21.656753 0.165266
2.392428 21.360806 0.165273
2.392539 21.187037 0.165278
2.392635 21.353014 0.165282
2.392739 21.793287 0.165286
2.392895 21.178624 0.165293
2.392971 21.502984 0.165296
2.393096 21.186324 0.165302
2.393098 21.292307 0.165302
2.393171 21.485114 0.165305
2.393288 21.286504 0.165310
2.393327 21.230414 0.165312
2.393580 21.296898 0.165323
2.393581 21.294392 0.165323
2.393725 21.460979 0.165329
2.393878 21.509803 0.165336
2.393971 21.461863 0.165340
2.393994 21.764460 0.165341
2.394015 21.464731 0.165342
2.394073 21.521689 0.165345
2.394150 21.550291 0.165348
2.394339 21.388231 0.165356
2.394491 21.717153 0.165363
2.394770 21.434463 0.165375
2.394807 21.569006 0.165377
2.394891 21.473523 0.165381
2.394932 21.610812 0.165382
2.394951 21.314496 0.165383
2.395170 21.450998 0.165393
2.395343 21.545000 0.165400
2.395378 21.530574 0.165402
2.395388 21.455662 0.165402
2.395559 21.239469 0.165410
2.395637 21.627834 0.165413
2.395706 21.219114 0.165416
2.395722 21.448225 0.165417
2.395749 21.400797 0.165418
2.395750 21.640133 0.165418
2.395894 21.883519 0.165424
2.395913 21.033252 0.165425
2.395958 21.423755 0.165427
2.396070 21.734531 0.165432
2.396296 21.539517 0.165442
2.396323 21.665168 0.165443
2.396337 21.400116 0.165444
2.396472 21.703487 0.165450
2.396498 21.664910 0.165451
2.396601 21.336401 0.165455
2.396812 21.683505 0.165465
2.396825 21.310146 0.165465
2.396830 21.429766 0.165465
2.397034 21.793954 0.165474
2.397044 21.486102 0.165475
2.397134 21.242700 0.165479
2.397175 21.588376 0.165481
2.397354 21.356946 0.165488
2.397363 21.430075 0.165489
2.397379 21.514702 0.165490
2.397456 21.452095 0.165493
2.397600 21.503051 0.165499
2.397667 21.552558 0.165502
2.397765 21.445005 0.165506
2.397839 21.612107 0.165510
2.398069 21.222717 0.165520
2.398134 21.593930 0.165523
2.398161 21.564598 0.165524
2.398185 21.386665 0.165525
2.398229 21.431934 0.165527
2.398276 21.365430 0.165529
2.398288 21.425701 0.165529
2.398448 21.276742 0.165536
2.398780 21.446635 0.165551
2.398867 21.345535 0.165555
2.398876 21.349164 0.165555
2.398891 21.335712 0.165556
2.398896 21.961916 0.165556
2.398999 21.672843 0.165561
2.398999 21.371394 0.165561
2.399003 21.496647 0.165561
2.399380 21.762197 0.165577
2.399413 21.515500 0.165579
2.399432 21.849650 0.165579
2.399527 21.401530 0.165584
2.399735 21.256725 0.165593
2.399750 21.909834 0.165593
2.399753 21.344442 0.165594
2.399860 21.376171 0.165598
2.400236 21.285031 0.165615
2.400388 21.308094 0.165621
2.400433 21.397033 0.165623
2.400575 21.478985 0.165630
2.400729 21.359180 0.165636
2.400938 21.208628 0.165646
2.401075 21.559585 0.165652
2.401117 21.467619 0.165653
2.401237 21.501570 0.165659
2.401432 21.466361 0.165667
2.401513 21.484174 0.165671
2.401513 21.625089 0.165671
2.401540 21.357957 0.165672
2.401560 21.316225 0.165673
2.401718 21.396337 0.165680
2.401887 21.538374 0.165687
2.401920 21.416672 0.165689
2.402492 21.597109 0.165714
2.402613 21.454894 0.165719
2.402666 21.438582 0.165721
2.402903 21.396252 0.165732
2.402936 21.254771 0.165733
2.403090 21.554190 0.165740
2.403139 21.715578 0.165742
2.403255 21.484668 0.165747
2.403349 21.564243 0.165751
2.403385 21.434637 0.165753
2.403407 21.677917 0.165754
2.403463 21.685583 0.165756
2.403469 21.566581 0.165757
2.403525 21.359847 0.165759
2.403747 21.167823 0.165769
2.403888 21.352374 0.165775
2.403898 21.226717 0.165775
2.403947 21.131953 0.165777
2.403963 21.631939 0.165778
2.404189 21.420425 0.165788
2.404197 21.651934 0.165788
2.404405 21.630351 0.165798
2.404425 21.518084 0.165798
2.404439 21.862506 0.165799
2.404480 21.520213 0.165801
2.404579 21.554931 0.165805
2.404594 21.543991 0.165806
2.404627 21.475643 0.165807
2.404706 21.358619 0.165811
2.404715 21.645579 0.165811
2.404938 21.442555 0.165821
2.404981 21.716992 0.165823
2.405012 21.708584 0.165824
2.405023 21.579806 0.165825
2.405180 21.693494 0.165832
2.405231 21.489690 0.165834
2.405240 21.510575 0.165834
2.405423 21.510627 0.165842
2.405450 21.387609 0.165843
2.405536 21.455863 0.165847
2.405582 21.837883 0.165849
2.405714 21.159387 0.165855
2.405832 21.422613 0.165860
2.405833 21.841367 0.165860
2.405837 21.578281 0.165860
2.405937 21.478175 0.165865
2.406267 21.524787 0.165879
2.406274 21.560947 0.165880
2.406275 21.488138 0.165880
2.406296 21.628507 0.165881
2.406405 21.448743 0.165885
2.406490 21.597807 0.165889
2.406547 21.600385 0.165892
2.406673 21.634849 0.165897
2.406761 21.258278 0.165901
2.406820 21.628561 0.165904
2.406867 21.254121 0.165906
2.407051 21.592461 0.165914
2.407141 21.449862 0.165918
2.407162 21.454282 0.165919
2.407274 21.653476 0.165923
2.407695 21.427285 0.165942
2.407813 21.483094 0.165947
2.407848 21.339978 0.165949
2.407851 21.501702 0.165949
2.407941 21.251117 0.165953
2.408000 21.840377 0.165955
2.408153 21.502302 0.165962
2.408195 21.455032 0.165964
2.408244 21.532513 0.165966
2.408336 21.409695 0.165970
2.408543 21.610399 0.165979
2.408929 21.516907 0.165996
2.409155 21.332444 0.166006
2.409187 21.706545 0.166007
2.409407 21.563899 0.166017
2.409736 21.634056 0.166032
2.409812 21.585770 0.166035
2.409921 21.274205 0.166040
2.410264 21.505229 0.166055
2.410274 21.401658 0.166055
2.410354 21.166989 0.166059
2.410451 21.842589 0.166063
2.410535 21.529366 0.166067
2.410573 21.486853 0.166068
2.410617 21.496266 0.166070
2.410786 21.614489 0.166078
2.410926 21.695490 0.166084
2.411130 21.692880 0.166093
2.411410 21.506090 0.166105
2.411833 21.633498 0.166124
2.411871 21.321270 0.166125
2.411923 21.277531 0.166128
2.412073 21.395486 0.166134
2.412336 21.462034 0.166146
2.412424 21.516808 0.166150
2.412440 21.572378 0.166150
2.412448 21.298778 0.166151
2.412458 21.564445 0.166151
2.412815 21.423693 0.166167
2.412967 21.451728 0.166173
2.412982 21.649651 0.166174
2.413032 21.293515 0.166176
2.413221 21.490938 0.166185
2.413264 21.498954 0.166186
2.413309 21.491913 0.166188
2.413436 21.530880 0.166194
2.413440 21.479361 0.166194
2.413484 21.516966 0.166196
2.413562 21.331684 0.166200
2.413931 21.772997 0.166216
2.414051 21.532556 0.166221
2.414063 21.642471 0.166222
2.414111 21.678722 0.166224
2.414246 21.483678 0.166230
2.414310 21.099201 0.166232
2.414393 21.708205 0.166236
2.414530 21.536215 0.166242
2.414540 21.535077 0.166242
2.414552 21.444018 0.166243
2.414564 21.383761 0.166244
2.414580 21.438788 0.166244
2.414835 21.551133 0.166255
2.414851 21.778607 0.166256
2.414870 21.618556 0.166257
2.414898 21.456518 0.166258
2.414925 21.353913 0.166259
2.414941 21.514218 0.166260
2.414987 21.476665 0.166262
2.415013 21.170045 0.166263
2.415131 21.474651 0.166268
2.415134 21.472939 0.166269
2.415174 21.718268 0.166270
2.415209 21.831407 0.166272
2.415276 21.479579 0.166275
2.415284 21.570769 0.166275
2.415511 21.584048 0.166285
2.415559 21.411956 0.166287
2.415683 21.357070 0.166293
2.415721 21.586830 0.166294
2.415759 21.440530 0.166296
2.415804 21.284787 0.166298
2.416206 21.465925 0.166316
2.416249 21.619554 0.166318
2.416285 21.596125 0.166319
2.416313 21.605432 0.166320
2.416725 21.646707 0.166339
2.416784 21.203671 0.166341
2.416838 21.544554 0.166343
2.417178 21.333716 0.166358
2.417196 21.452425 0.166359
2.417501 21.879548 0.166373
2.417534 21.574925 0.166374
2.417567 21.439988 0.166376
2.417597 21.365389 0.166377
2.417810 21.697981 0.166386
2.417938 21.606044 0.166392
2.418256 21.419003 0.166406
2.418293 21.387633 0.166407
2.418430 21.716484 0.166413
2.418447 21.735306 0.166414
2.418462 21.665854 0.166415
2.418540 21.505861 0.166418
2.418628 21.496404 0.166422
2.418822 21.377976 0.166431
2.418838 21.827204 0.166431
2.419080 21.360185 0.166442
2.419122 21.497477 0.166444
2.419336 21.290125 0.166453
2.419356 21.909241 0.166454
2.419367 21.437816 0.166455
2.419432 21.506261 0.166457
2.419600 21.276926 0.166465
2.419653 21.478513 0.166467
2.419690 21.675480 0.166469
2.419734 21.205015 0.166471
2.419766 21.467704 0.166472
2.419842 21.378990 0.166476
2.419862 21.789852 0.166476
2.420095 21.425132 0.166487
2.420303 21.731897 0.166496
2.420534 21.638495 0.166506
2.420668 21.377793 0.166512
2.420672 21.464839 0.166512
2.420722 21.483256 0.166514
2.420795 21.521095 0.166517
2.420824 21.605668 0.166519
2.420939 21.644272 0.166524
2.421281 21.347913 0.166539
2.421317 21.718999 0.166540
2.421418 21.239782 0.166545
2.421491 21.488461 0.166548
2.421716 21.666422 0.166558
2.421909 21.722727 0.166566
2.421965 21.621104 0.166569
2.421998 21.810424 0.166570
2.422017 21.361850 0.166571
2.422021 21.257271 0.166571
2.422124 21.790793 0.166576
2.422246 21.931488 0.166581
2.422419 21.905253 0.166589
2.422486 21.399018 0.166592
2.422538 21.613092 0.166594
2.422545 21.556126 0.166594
2.422940 21.588533 0.166612
2.422986 21.512762 0.166614
2.423029 21.642846 0.166616
2.423057 21.380452 0.166617
2.423328 21.351130 0.166629
2.423347 21.515862 0.166630
2.423357 21.691444 0.166630
2.423389 21.367334 0.166632
2.423573 21.599510 0.166640
2.423574 21.336136 0.166640
2.423666 21.645950 0.166644
2.423697 21.396071 0.166645
2.423704 21.777268 0.166645
2.423963 21.678840 0.166657
2.424186 21.380449 0.166667
2.424243 21.653683 0.166669
2.424292 21.597881 0.166671
2.424360 21.795076 0.166674
2.424542 21.515859 0.166682
2.424681 21.342476 0.166688
2.424946 21.594616 0.166700
2.424990 21.542744 0.166702
2.425100 21.391956 0.166707
2.425229 21.733154 0.166713
2.425267 21.357874 0.166714
2.425269 21.351826 0.166714
2.425427 21.279623 0.166721
2.425456 21.409335 0.166722
2.425636 21.619096 0.166730
2.425679 21.264377 0.166732
2.425704 21.549818 0.166733
2.425796 21.562551 0.166737
2.425863 21.586669 0.166740
2.426161 21.584048 0.166753
2.426258 21.569731 0.166758
2.426524 21.532860 0.166769
2.426576 21.482349 0.166772
2.426679 21.441627 0.166776
2.426942 21.504755 0.166788
2.427158 21.712576 0.166797
2.427240 21.345145 0.166801
2.427277 21.469662 0.166803
2.427315 21.639538 0.166804
2.427334 21.434669 0.166805
2.427395 21.454729 0.166808
2.427627 21.475510 0.166818
2.427757 21.046344 0.166824
2.427770 21.256618 0.166824
2.427977 21.644236 0.166833
2.428034 21.508069 0.166836
2.428206 21.754815 0.166844
2.428236 21.327169 0.166845
2.428274 21.692364 0.166846
2.428344 21.575495 0.166850
2.428575 21.549517 0.166860
2.428694 21.556979 0.166865
2.428712 21.435122 0.166866
2.428728 21.617787 0.166867
2.428984 21.313799 0.166878
2.429034 21.563795 0.166880
2.429092 21.539108 0.166883
2.429113 21.987101 0.166883
2.429199 21.395611 0.166887
2.429386 21.409756 0.166895
2.429399 21.720425 0.166896
2.429664 21.470546 0.166908
2.429678 21.436620 0.166908
2.429780 21.352344 0.166913
2.429783 21.439030 0.166913
2.429907 21.652110 0.166918
2.429972 21.579928 0.166921
2.430126 21.894023 0.166928
2.430223 21.577113 0.166932
2.430225 21.418301 0.166932
2.430356 21.605667 0.166938
2.430365 21.689699 0.166939
2.430686 21.518099 0.166953
2.430701 21.582686 0.166953
2.430878 21.883022 0.166961
2.430902 21.192014 0.166962
2.430934 21.781120 0.166964
2.431029 21.647284 0.166968
2.431046 21.837521 0.166969
2.431186 21.515086 0.166975
2.431593 21.553008 0.166993
2.431601 21.490272 0.166993
2.431609 21.297929 0.166993
2.431773 21.765861 0.167001
2.432139 21.343093 0.167017
2.432144 21.618499 0.167017
2.432192 21.484646 0.167019
2.432353 21.306798 0.167026
2.432390 21.915167 0.167028
2.432411 21.386851 0.167029
2.432434 21.292929 0.167030
2.432449 21.547041 0.167030
2.432480 21.419196 0.167032
2.432745 21.750527 0.167043
2.432769 21.552712 0.167044
2.432898 21.576304 0.167050
2.432913 21.493463 0.167051
2.433082 21.411753 0.167058
2.433125 21.379358 0.167060
2.433260 21.551244 0.167066
2.433511 21.424214 0.167077
2.433875 21.506341 0.167093
2.434259 21.529968 0.167110
2.434515 21.685346 0.167121
2.434600 21.343757 0.167125
2.434980 21.612279 0.167142
2.435109 21.508867 0.167148
2.435494 21.521074 0.167165
2.435599 21.588986 0.167169
2.435609 21.730295 0.167170
2.435620 21.391868 0.167170
2.435654 21.805656 0.167172
2.435693 21.666132 0.167173
2.435855 21.588614 0.167180
2.436133 21.450033 0.167193
2.436151 21.704254 0.167193
2.436588 21.530939 0.167213
2.436867 21.769515 0.167225
2.436892 21.513410 0.167226
2.436913 21.346076 0.167227
2.436971 21.748740 0.167230
2.437017 21.704612 0.167232
2.437250 21.465994 0.167242
2.437277 21.765779 0.167243
2.437363 21.419518 0.167247
2.437500 21.513931 0.167253
2.437512 21.227210 0.167253
2.437625 21.556580 0.167258
2.437677 21.616209 0.167261
2.437725 21.652278 0.167263
2.437929 21.483575 0.167272
2.437968 21.609709 0.167274
2.438019 21.632920 0.167276
2.438271 21.605332 0.167287
2.438305 21.495501 0.167288
2.438320 21.537262 0.167289
2.438375 21.830932 0.167292
2.438385 21.314357 0.167292
2.438746 21.536727 0.167308
2.438768 21.555473 0.167309
2.438865 21.489608 0.167313
2.438942 21.618748 0.167317
2.438976 21.486407 0.167318
2.439425 21.611113 0.167338
2.439496 21.447564 0.167341
2.439666 21.588866 0.167348
2.440198 21.350665 0.167372
2.440431 21.726891 0.167382
2.440511 21.297234 0.167386
2.440521 21.608211 0.167386
2.440534 21.516347 0.167387
2.440807 21.672254 0.167399
2.440835 21.285875 0.167400
2.440886 21.649975 0.167402
2.441598 21.436264 0.167434
2.441734 21.338322 0.167440
2.441803 21.807563 0.167443
2.441884 21.498386 0.167446
2.441904 21.485417 0.167447
2.442275 21.578702 0.167464
2.442379 21.669874 0.167468
2.442469 21.652353 0.167472
2.442485 21.261450 0.167473
2.442587 21.854361 0.167477
2.442614 21.320183 0.167478
2.442781 21.506426 0.167486
2.442824 21.864057 0.167488
2.442882 21.502927 0.167490
2.443011 21.472713 0.167496
2.443013 21.760284 0.167496
2.443202 21.567854 0.167504
2.443228 21.462618 0.167506
2.443347 21.388525 0.167511
2.443406 21.532017 0.167513
2.443413 21.621106 0.167514
2.443608 21.684535 0.167522
2.443717 21.658652 0.167527
2.443769 21.402808 0.167529
2.443896 21.422986 0.167535
2.443936 21.530012 0.167537
2.443950 21.516571 0.167537
2.444013 21.285215 0.167540
2.444110 21.524749 0.167544
2.444194 21.295836 0.167548
2.444217 21.345260 0.167549
2.444249 21.311801 0.167551
2.444268 21.456665 0.167551
2.444343 21.424711 0.167555
2.444559 21.611858 0.167564
2.444574 21.300949 0.167565
2.444690 21.537794 0.167570
2.444712 21.532464 0.167571
2.444866 21.360773 0.167578
2.444885 21.509976 0.167579
2.445009 21.616463 0.167584
2.445135 21.434685 0.167590
2.445147 21.350866 0.167590
2.445163 21.558409 0.167591
2.445297 21.313034 0.167597
2.445370 21.822623 0.167600
2.445601 21.589286 0.167610
2.445651 21.385343 0.167612
2.445684 21.482990 0.167614
2.446029 21.884680 0.167629
2.446104 21.435859 0.167632
2.446268 21.608312 0.167640
2.446268 21.668873 0.167640
2.446293 21.877579 0.167641
2.446480 21.451376 0.167649
2.446507 21.745293 0.167650
2.446643 21.413708 0.167656
2.446818 21.379071 0.167664
2.446841 21.476689 0.167665
2.446870 21.304714 0.167666
2.447082 21.660369 0.167676
2.447090 21.819135 0.167676
2.447156 21.612206 0.167679
2.447168 21.670058 0.167679
2.447284 21.532238 0.167685
2.447349 21.425524 0.167687
2.447394 21.523811 0.167689
2.447447 21.538181 0.167692
2.447631 21.453078 0.167700
2.447643 21.861305 0.167700
2.447645 21.657605 0.167700
2.447698 21.551140 0.167703
2.447778 21.250708 0.167706
2.447803 21.934509 0.167708
2.447837 21.539429 0.167709
2.447849 21.366732 0.167710
2.448310 21.603716 0.167730
2.448310 21.705403 0.167730
2.448337 21.218046 0.167731
2.448337 21.681977 0.167731
2.448349 21.728960 0.167732
2.448854 21.627442 0.167754
2.448956 21.826260 0.167758
2.449028 21.693352 0.167762
2.449300 21.715220 0.167774
2.449344 21.611682 0.167776
2.449360 21.468079 0.167776
2.449414 21.714428 0.167779
2.449516 21.655283 0.167783
2.449596 21.592686 0.167787
2.449647 21.470176 0.167789
2.449692 21.492376 0.167791
2.449734 21.538800 0.167793
2.449785 21.481201 0.167795
2.449791 21.506208 0.167795
2.450009 21.636024 0.167805
2.450054 21.282511 0.167807
2.450125 21.636585 0.167810
2.450141 21.621711 0.167811
2.450170 21.850335 0.167812
2.450287 21.585007 0.167817
2.450593 21.570520 0.167831
2.450670 21.523810 0.167834
2.450759 21.731604 0.167838
2.450818 21.373338 0.167841
2.450953 21.407123 0.167847
2.451009 21.389620 0.167849
2.451090 21.976580 0.167853
2.451091 21.319829 0.167853
2.451138 21.732096 0.167855
2.451143 21.326784 0.167855
2.451177 21.748784 0.167856
2.451219 21.468685 0.167858
2.451325 21.616197 0.167863
2.451673 21.702536 0.167878
2.451774 21.309003 0.167883
2.451948 21.453493 0.167891
2.451950 21.564704 0.167891
2.452044 21.534178 0.167895
2.452154 21.471883 0.167900
2.452277 21.780559 0.167905
2.452292 21.388293 0.167906
2.452306 21.474802 0.167906
2.452579 21.357387 0.167918
2.452637 21.541443 0.167921
2.453117 21.406368 0.167942
2.453199 21.529399 0.167946
2.453274 21.859043 0.167949
2.453368 21.484288 0.167953
2.453410 21.305108 0.167955
2.453676 21.361644 0.167967
2.453694 21.523528 0.167968
2.453700 21.506966 0.167968
2.453853 21.432749 0.167975
2.454209 21.524531 0.167990
2.454656 21.434357 0.168010
2.454703 21.594223 0.168012
2.455040 21.489923 0.168027
2.455045 21.439931 0.168027
2.455120 21.582634 0.168031
2.455136 21.551947 0.168031
2.455222 21.720673 0.168035
2.455234 21.275566 0.168036
2.455329 21.329267 0.168040
2.455680 21.614567 0.168055
2.455960 21.275228 0.168068
2.456077 21.629720 0.168073
2.456181 21.591333 0.168078
2.456199 21.376298 0.168078
2.456229 21.743039 0.168080
2.456253 21.541685 0.168081
2.456325 21.702030 0.168084
2.456338 21.196536 0.168085
